seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,train_retention,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf,knn_k
36,0.16,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.6535956912028725,0.4804258870179902,10
1,0.09,1,beta,max,1.0,raw,raw,0.05,1159,0.6988814978426134,0.4279827285272004,0.6785301520443805,0.4628095274114352,10
43,0.13,1,beta,max,1.0,raw,raw,0.05,1187,0.6932896653579731,0.425535481067372,0.7093778490998948,0.4460962158509094,10
4,0.145,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.6975037257824143,0.4650432895690984,10
48,0.092,1,beta,max,1.0,raw,raw,0.05,1163,0.5988045978728489,0.4608942593481247,0.5860181644359465,0.5141174066781853,10
31,0.155,1,beta,max,1.0,raw,raw,0.05,1185,0.7642469960731079,0.3873483945776603,0.7501808039722508,0.420899800521874,10
29,0.09,1,beta,max,1.0,raw,raw,0.05,1119,0.7278602133948047,0.4149197036551316,0.6660162572112257,0.4712130368658805,10
32,0.145,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.6736124668804908,0.4668334084743061,10
14,0.165,1,beta,max,1.0,raw,raw,0.05,1211,0.6447667849165681,0.4426962645138506,0.6122897310283988,0.484959587989432,10
3,0.155,1,beta,max,1.0,raw,raw,0.05,1191,0.6780036280900259,0.4372623513409137,0.7134768171196655,0.447627441784149,10
7,0.092,1,beta,max,1.0,raw,raw,0.05,1149,0.7672413842391768,0.3919067905617884,0.7074440562299282,0.4385025934253586,10
49,0.135,1,beta,max,1.0,raw,raw,0.05,1177,0.6976482148922207,0.427437962637354,0.6978022086731144,0.4505489888149078,10
10,0.15,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7172072711635159,0.4399684851099866,10
26,0.14,1,beta,max,1.0,raw,raw,0.05,1150,0.687588129155659,0.4237050347960212,0.6570200268590751,0.4675971158791218,10
12,0.094,1,beta,max,1.0,raw,raw,0.05,1196,0.7396010772078825,0.397656067134313,0.7375472647200731,0.4191832144822327,10
42,0.165,1,beta,max,1.0,raw,raw,0.05,1104,0.736994663354972,0.4087023078439813,0.7215217245026416,0.4285620776359765,10
26,0.094,1,beta,max,1.0,raw,raw,0.05,1150,0.687588129155659,0.4237050347960212,0.66215065550265,0.4679909600542241,10
43,0.09,1,beta,max,1.0,raw,raw,0.05,1187,0.6932896653579731,0.425535481067372,0.7090030715609787,0.4492337265835242,10
38,0.15,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.6956749507704664,0.4395244116713948,10
48,0.17,1,beta,max,1.0,raw,raw,0.05,1163,0.5988045978728489,0.4608942593481247,0.5793379541108987,0.5133777545105495,10
35,0.092,1,beta,max,1.0,raw,raw,0.05,1138,0.7624479531150895,0.3958065835380164,0.7619851190963794,0.4116063777152823,10
20,0.17,1,beta,max,1.0,raw,raw,0.05,1156,0.6958749059288352,0.4107620307021874,0.695275569718492,0.4397566361829291,10
4,0.095,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.7006099243804162,0.4635845728815405,10
26,0.175,1,beta,max,1.0,raw,raw,0.05,1150,0.687588129155659,0.4237050347960212,0.6546808684667327,0.4685849375975761,10
9,0.16,1,beta,max,1.0,raw,raw,0.05,1221,0.7387268033705129,0.4047305596026027,0.6920096439530465,0.4523417016544643,10
37,0.16,1,beta,max,1.0,raw,raw,0.05,1111,0.7435422021284283,0.4027104419660283,0.7229224083650739,0.4419541629578794,10
10,0.096,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7155180697999025,0.4427279542801033,10
16,0.155,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.722679533399966,0.4301313708586562,10
4,0.086,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.7011384335154828,0.463291123720808,10
44,0.155,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6781936834163332,0.4523486194776743,10
21,0.092,1,beta,max,1.0,raw,raw,0.05,1192,0.6755604719764011,0.426419401095322,0.6854526618907149,0.4593618099109575,10
32,0.095,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.6753793055361873,0.4663778523245694,10
38,0.096,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.7040040466108632,0.4384846506031251,10
49,0.092,1,beta,max,1.0,raw,raw,0.05,1177,0.6976482148922207,0.427437962637354,0.6920882809743486,0.4536422046847647,10
21,0.135,1,beta,max,1.0,raw,raw,0.05,1192,0.6755604719764011,0.426419401095322,0.6839159292035398,0.4595331036719349,10
40,0.094,1,beta,max,1.0,raw,raw,0.05,1152,0.7128431859895993,0.4113695636391216,0.7110686244519221,0.4372187630121227,10
4,0.18,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.695975465032842,0.465979478941895,10
15,0.165,1,beta,max,1.0,raw,raw,0.05,1076,0.7010324763621415,0.4270686538623606,0.7290286473979909,0.4328224607898291,10
32,0.18,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.6724989541207642,0.4676266880040624,10
10,0.185,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7169189807974591,0.4392984923526815,10
46,0.086,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6577585257735907,0.4802400463359539,10
18,0.086,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7613470243941737,0.4215926885859411,10
32,0.086,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.675769069864733,0.4662875185692706,10
16,0.098,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.7220881405292519,0.4336408641065277,10
18,0.095,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7618372007275185,0.4213532824638655,10
43,0.165,1,beta,max,1.0,raw,raw,0.05,1187,0.6932896653579731,0.425535481067372,0.7091840682539201,0.445346111568394,10
13,0.094,1,beta,max,1.0,raw,raw,0.05,1141,0.7283215409165389,0.4132837133207986,0.7279902898202627,0.4481083289840218,10
5,0.145,1,beta,max,1.0,raw,raw,0.05,1228,0.7616747335145873,0.3798441928561228,0.7167629714141669,0.420789133558283,10
46,0.095,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6569818234911151,0.4807725736611862,10
44,0.098,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6810156125714124,0.452952730383088,10
24,0.096,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6467264327580593,0.4663684586848642,10
27,0.094,1,beta,max,1.0,raw,raw,0.05,1126,0.6296630648956189,0.4502647826242514,0.6398573055722603,0.4878399800509314,10
33,0.145,1,beta,max,1.0,raw,raw,0.05,1170,0.7000047829303113,0.4174942817410602,0.648602696393343,0.4790568968911169,10
49,0.17,1,beta,max,1.0,raw,raw,0.05,1177,0.6976482148922207,0.427437962637354,0.702015109197089,0.4490544889581007,10
11,0.15,1,beta,max,1.0,raw,raw,0.05,1225,0.7212372253887789,0.4148847943994831,0.6963823563482698,0.4506977281596123,10
39,0.15,1,beta,max,1.0,raw,raw,0.05,1120,0.7272433144874639,0.400151902651455,0.7377394498914575,0.4235333063332809,10
21,0.17,1,beta,max,1.0,raw,raw,0.05,1192,0.6755604719764011,0.426419401095322,0.6811416631549374,0.4607722907684554,10
10,0.088,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7146931389295299,0.4437628771028388,10
0,0.105,1,beta,max,1.0,raw,raw,0.05,1136,0.7162511851747897,0.4206105462434957,0.7075820380556631,0.4585857689600034,10
27,0.175,1,beta,max,1.0,raw,raw,0.05,1126,0.6296630648956189,0.4502647826242514,0.6363509135602662,0.4870104006238271,10
27,0.14,1,beta,max,1.0,raw,raw,0.05,1126,0.6296630648956189,0.4502647826242514,0.6373014707308758,0.4870340210998241,10
2,0.098,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.7035495783146357,0.443404611304759,10
22,0.1,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.6677305102008453,0.4779275979080944,10
38,0.185,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.6921582214156323,0.4407751923110695,10
22,0.16,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.6637065596244593,0.4806850380721017,10
28,0.105,1,beta,max,1.0,raw,raw,0.05,1159,0.7181315752767908,0.4225875699974266,0.7032696725139027,0.4546400425582707,10
5,0.086,1,beta,max,1.0,raw,raw,0.05,1228,0.7616747335145873,0.3798441928561228,0.7218617028550162,0.421032151934696,10
30,0.098,1,beta,max,1.0,raw,raw,0.05,1183,0.6961991660419791,0.4330887990192777,0.6643045664667666,0.4672118859959592,10
0,0.165,1,beta,max,1.0,raw,raw,0.05,1136,0.7162511851747897,0.4206105462434957,0.705765169381587,0.4578390888395779,10
36,0.1,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.6624488330341114,0.4783561129274215,10
5,0.095,1,beta,max,1.0,raw,raw,0.05,1228,0.7616747335145873,0.3798441928561228,0.7212219832852452,0.4201363658916848,10
44,0.19,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6737446476313986,0.4537803580372092,10
8,0.1,1,beta,max,1.0,raw,raw,0.05,1160,0.7217972745234775,0.4170618110798537,0.6903459994382457,0.4530893344654788,10
16,0.19,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.7218694018054725,0.429742722864102,10
38,0.088,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.7046074299677728,0.4389106963201666,10
14,0.105,1,beta,max,1.0,raw,raw,0.05,1211,0.6447667849165681,0.4426962645138506,0.6160617151866659,0.484847330712666,10
11,0.096,1,beta,max,1.0,raw,raw,0.05,1225,0.7212372253887789,0.4148847943994831,0.7014259563313447,0.4498209027354498,10
42,0.105,1,beta,max,1.0,raw,raw,0.05,1104,0.736994663354972,0.4087023078439813,0.7221841505105057,0.431965735712458,10
34,0.11,1,beta,max,1.0,raw,raw,0.05,1174,0.7340784815344698,0.4060480092477914,0.7131726036033852,0.446551206297778,10
17,0.155,1,beta,max,1.0,raw,raw,0.05,1179,0.6826093964334705,0.4325886667464523,0.6678350480109739,0.471905750889505,10
28,0.165,1,beta,max,1.0,raw,raw,0.05,1159,0.7181315752767908,0.4225875699974266,0.6953269504057442,0.4567294142969397,10
34,0.17,1,beta,max,1.0,raw,raw,0.05,1174,0.7340784815344698,0.4060480092477914,0.7076553747666045,0.4493052523712021,10
6,0.11,1,beta,max,1.0,raw,raw,0.05,1154,0.7046529605499705,0.422884122726992,0.6500618429189859,0.4794545673599166,10
39,0.096,1,beta,max,1.0,raw,raw,0.05,1120,0.7272433144874639,0.400151902651455,0.7360993821417495,0.4248666476960395,10
41,0.094,1,beta,max,1.0,raw,raw,0.05,1171,0.7038418364255468,0.4215080996987466,0.6902724741683944,0.4526506111128253,10
12,0.175,1,beta,max,1.0,raw,raw,0.05,1196,0.7396010772078825,0.397656067134313,0.7343813411717202,0.4198294959365533,10
6,0.17,1,beta,max,1.0,raw,raw,0.05,1154,0.7046529605499705,0.422884122726992,0.6466309991226934,0.4807999872493266,10
48,0.11,1,beta,max,1.0,raw,raw,0.05,1163,0.5988045978728489,0.4608942593481247,0.5854650902246654,0.5140271426856633,10
33,0.095,1,beta,max,1.0,raw,raw,0.05,1170,0.7000047829303113,0.4174942817410602,0.6525738389436668,0.4789531653668701,10
45,0.155,1,beta,max,1.0,raw,raw,0.05,1146,0.7243686607172338,0.4091985875683308,0.7317760347720634,0.42501902818157,10
40,0.175,1,beta,max,1.0,raw,raw,0.05,1152,0.7128431859895993,0.4113695636391216,0.7073302233098807,0.4368851803478913,10
16,0.09,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.7217534862481999,0.4349171315382133,10
33,0.086,1,beta,max,1.0,raw,raw,0.05,1170,0.7000047829303113,0.4174942817410602,0.6525659765924702,0.4794048999031083,10
19,0.095,1,beta,max,1.0,raw,raw,0.05,1187,0.6972118510966604,0.413702052153075,0.7151455554943238,0.4384237992585593,10
26,0.115,1,beta,max,1.0,raw,raw,0.05,1150,0.687588129155659,0.4237050347960212,0.6599541116685973,0.4675759075625303,10
40,0.115,1,beta,max,1.0,raw,raw,0.05,1152,0.7128431859895993,0.4113695636391216,0.7108818955847863,0.4363835428505901,10
20,0.11,1,beta,max,1.0,raw,raw,0.05,1156,0.6958749059288352,0.4107620307021874,0.7024146892123893,0.4358216688985181,10
47,0.086,1,beta,max,1.0,raw,raw,0.05,1180,0.7743051682059532,0.3796952282154394,0.7164353007105052,0.4239557311456975,10
32,0.12,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.674972109887045,0.4662761896668126,10
17,0.098,1,beta,max,1.0,raw,raw,0.05,1179,0.6826093964334705,0.4325886667464523,0.6712938957475995,0.4703452621657676,10
19,0.086,1,beta,max,1.0,raw,raw,0.05,1187,0.6972118510966604,0.413702052153075,0.7156611649950402,0.4385137903259054,10
12,0.115,1,beta,max,1.0,raw,raw,0.05,1196,0.7396010772078825,0.397656067134313,0.7371954954369228,0.4190561108027438,10
22,0.195,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.6626803077345983,0.4812062813358396,10
18,0.18,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7597073194914807,0.4229104087003285,10
5,0.18,1,beta,max,1.0,raw,raw,0.05,1228,0.7616747335145873,0.3798441928561228,0.715425267852843,0.422181071409671,10
33,0.18,1,beta,max,1.0,raw,raw,0.05,1170,0.7000047829303113,0.4174942817410602,0.6453987882806413,0.4802665129756143,10
4,0.12,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.6986228404261191,0.4643932371293563,10
47,0.095,1,beta,max,1.0,raw,raw,0.05,1180,0.7743051682059532,0.3796952282154394,0.7177635428837598,0.4237442988459471,10
46,0.12,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6540575214460784,0.4821505845550645,10
11,0.185,1,beta,max,1.0,raw,raw,0.05,1225,0.7212372253887789,0.4148847943994831,0.6950123783580935,0.4516721981608408,10
16,0.13,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.722618222691987,0.4308138390114475,10
10,0.125,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7171694330529709,0.4406546887074624,10
38,0.125,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.6988856451557939,0.4385382220237922,10
45,0.098,1,beta,max,1.0,raw,raw,0.05,1146,0.7243686607172338,0.4091985875683308,0.733046968100594,0.4248270664678228,10
25,0.096,1,beta,max,1.0,raw,raw,0.05,1230,0.6466847676120548,0.4386812679545392,0.6585489850273539,0.4631084139037944,10
46,0.18,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6510769713158702,0.4839163885634192,10
44,0.13,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6801523868593686,0.4523086428813188,10
44,0.09,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6810921349129156,0.4532237931779551,10
18,0.12,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7617727527646007,0.421586291106305,10
24,0.125,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6421540893302942,0.4666644271586814,10
24,0.185,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6377744084445892,0.4679483870978101,10
0,0.14,1,beta,max,1.0,raw,raw,0.05,1136,0.7162511851747897,0.4206105462434957,0.70653805737444,0.4580084306594809,10
2,0.13,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.7007819094810988,0.444293797768913,10
23,0.1,1,beta,max,1.0,raw,raw,0.05,1176,0.7170902793710122,0.4091605498361039,0.6292145278009842,0.4594131577142849,10
2,0.19,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.6964757967647413,0.4461086083658406,10
0,0.094,1,beta,max,1.0,raw,raw,0.05,1136,0.7162511851747897,0.4206105462434957,0.7081276463198825,0.4587346960264318,10
30,0.13,1,beta,max,1.0,raw,raw,0.05,1183,0.6961991660419791,0.4330887990192777,0.6623133745627188,0.4691565181381017,10
11,0.088,1,beta,max,1.0,raw,raw,0.05,1225,0.7212372253887789,0.4148847943994831,0.7006809657685854,0.4501943691682345,10
22,0.092,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.6689643384516706,0.4772223766249803,10
1,0.105,1,beta,max,1.0,raw,raw,0.05,1159,0.6988814978426134,0.4279827285272004,0.676137122457366,0.463543990125798,10
3,0.098,1,beta,max,1.0,raw,raw,0.05,1191,0.6780036280900259,0.4372623513409137,0.7139164924363548,0.4490690562407403,10
24,0.088,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6484319032888309,0.4661304872711043,10
30,0.19,1,beta,max,1.0,raw,raw,0.05,1183,0.6961991660419791,0.4330887990192777,0.6602386306846577,0.4715387516854658,10
23,0.16,1,beta,max,1.0,raw,raw,0.05,1176,0.7170902793710122,0.4091605498361039,0.6242240158604769,0.4605838906358568,10
8,0.195,1,beta,max,1.0,raw,raw,0.05,1160,0.7217972745234775,0.4170618110798537,0.6906314165891834,0.4534374015171777,10
22,0.135,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.664893515793777,0.4793742203737208,10
29,0.105,1,beta,max,1.0,raw,raw,0.05,1119,0.7278602133948047,0.4149197036551316,0.6648382598068132,0.4706883091791086,10
36,0.135,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.657416157989228,0.4792783303003671,10
8,0.135,1,beta,max,1.0,raw,raw,0.05,1160,0.7217972745234775,0.4170618110798537,0.6917652157911048,0.452586067270937,10
39,0.185,1,beta,max,1.0,raw,raw,0.05,1120,0.7272433144874639,0.400151902651455,0.7378271189675325,0.4236880831367654,10
36,0.195,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.6514452423698385,0.481050340924778,10
6,0.145,1,beta,max,1.0,raw,raw,0.05,1154,0.7046529605499705,0.422884122726992,0.6482385554644692,0.4802800094694704,10
42,0.14,1,beta,max,1.0,raw,raw,0.05,1104,0.736994663354972,0.4087023078439813,0.7225225495953909,0.4291414606074766,10
1,0.165,1,beta,max,1.0,raw,raw,0.05,1159,0.6988814978426134,0.4279827285272004,0.6721600832134785,0.4641300942100038,10
40,0.15,1,beta,max,1.0,raw,raw,0.05,1152,0.7128431859895993,0.4113695636391216,0.708307522687876,0.4365690408051473,10
28,0.094,1,beta,max,1.0,raw,raw,0.05,1159,0.7181315752767908,0.4225875699974266,0.7054815058390378,0.4546050203373417,10
31,0.098,1,beta,max,1.0,raw,raw,0.05,1185,0.7642469960731079,0.3873483945776603,0.7501286357798018,0.4206591144801754,10
34,0.145,1,beta,max,1.0,raw,raw,0.05,1174,0.7340784815344698,0.4060480092477914,0.7094594922282306,0.4476130439718989,10
14,0.14,1,beta,max,1.0,raw,raw,0.05,1211,0.6447667849165681,0.4426962645138506,0.6136051204084314,0.4846625858694349,10
28,0.14,1,beta,max,1.0,raw,raw,0.05,1159,0.7181315752767908,0.4225875699974266,0.6977864147276767,0.4558254376406983,10
12,0.15,1,beta,max,1.0,raw,raw,0.05,1196,0.7396010772078825,0.397656067134313,0.7355345147944989,0.4193838887189393,10
48,0.145,1,beta,max,1.0,raw,raw,0.05,1163,0.5988045978728489,0.4608942593481247,0.5817212894359465,0.513448746523793,10
30,0.09,1,beta,max,1.0,raw,raw,0.05,1183,0.6961991660419791,0.4330887990192777,0.664295196151924,0.4668343979825526,10
8,0.092,1,beta,max,1.0,raw,raw,0.05,1160,0.7217972745234775,0.4170618110798537,0.6895914448706029,0.4533885814009252,10
26,0.15,1,beta,max,1.0,raw,raw,0.05,1150,0.687588129155659,0.4237050347960212,0.6559056758496926,0.467840854827686,10
2,0.09,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.7042815027147509,0.4433866147987395,10
37,0.1,1,beta,max,1.0,raw,raw,0.05,1111,0.7435422021284283,0.4027104419660283,0.7260242157743164,0.438784416892047,10
35,0.11,1,beta,max,1.0,raw,raw,0.05,1138,0.7624479531150895,0.3958065835380164,0.763177604216646,0.4102602690539502,10
20,0.145,1,beta,max,1.0,raw,raw,0.05,1156,0.6958749059288352,0.4107620307021874,0.6958488158792127,0.4391300285240384,10
32,0.155,1,beta,max,1.0,raw,raw,0.05,1161,0.6366444707851067,0.4429991010329552,0.6734611630177103,0.4669539694022933,10
40,0.096,1,beta,max,1.0,raw,raw,0.05,1152,0.7128431859895993,0.4113695636391216,0.7110546038543897,0.4371741307404683,10
12,0.096,1,beta,max,1.0,raw,raw,0.05,1196,0.7396010772078825,0.397656067134313,0.7375301553191417,0.4191682306959475,10
39,0.088,1,beta,max,1.0,raw,raw,0.05,1120,0.7272433144874639,0.400151902651455,0.7361041532479305,0.4252121297781144,10
36,0.092,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.6640114901256733,0.4770782525265382,10
6,0.095,1,beta,max,1.0,raw,raw,0.05,1154,0.7046529605499705,0.422884122726992,0.6522730868245818,0.4787346941789592,10
4,0.155,1,beta,max,1.0,raw,raw,0.05,1198,0.7025117983109787,0.4224188971974511,0.6971290776618646,0.4652797353364875,10
18,0.155,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7606362377262263,0.4222379818318905,10
34,0.095,1,beta,max,1.0,raw,raw,0.05,1174,0.7340784815344698,0.4060480092477914,0.7150834161837096,0.4462693458392128,10
15,0.105,1,beta,max,1.0,raw,raw,0.05,1076,0.7010324763621415,0.4270686538623606,0.7279580922113652,0.4348075304974265,10
7,0.11,1,beta,max,1.0,raw,raw,0.05,1149,0.7672413842391768,0.3919067905617884,0.7108150618084392,0.4363673569024395,10
46,0.155,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6519841212852329,0.4832616130737934,10
29,0.165,1,beta,max,1.0,raw,raw,0.05,1119,0.7278602133948047,0.4149197036551316,0.6618185448374128,0.4705627833677268,10
9,0.1,1,beta,max,1.0,raw,raw,0.05,1221,0.7387268033705129,0.4047305596026027,0.6953010082314549,0.4506680536535653,10
18,0.098,1,beta,max,1.0,raw,raw,0.05,1167,0.7583381101254567,0.4036746189148943,0.7619468862028685,0.4213429557556846,10
43,0.105,1,beta,max,1.0,raw,raw,0.05,1187,0.6932896653579731,0.425535481067372,0.7097623829661254,0.447159417214968,10
35,0.17,1,beta,max,1.0,raw,raw,0.05,1138,0.7624479531150895,0.3958065835380164,0.7627703570901959,0.4101951035761594,10
48,0.086,1,beta,max,1.0,raw,raw,0.05,1163,0.5988045978728489,0.4608942593481247,0.586279576959847,0.514389725864837,10
20,0.086,1,beta,max,1.0,raw,raw,0.05,1156,0.6958749059288352,0.4107620307021874,0.7052507878460055,0.4349864039269451,10
10,0.16,1,beta,max,1.0,raw,raw,0.05,1116,0.7093937013359854,0.4118085911574402,0.7170391017833161,0.439694385000194,10
46,0.098,1,beta,max,1.0,raw,raw,0.05,1170,0.7205897312538296,0.4160670754580931,0.6567436667049633,0.4809321208253965,10
38,0.16,1,beta,max,1.0,raw,raw,0.05,1208,0.6840947345280279,0.422525504826546,0.6942690608668808,0.4399228446677429,10
14,0.094,1,beta,max,1.0,raw,raw,0.05,1211,0.6447667849165681,0.4426962645138506,0.6160166676051579,0.4862911869100418,10
16,0.165,1,beta,max,1.0,raw,raw,0.05,1153,0.7398152376268924,0.4026056196705538,0.7223423245060816,0.4299197176352845,10
17,0.09,1,beta,max,1.0,raw,raw,0.05,1179,0.6826093964334705,0.4325886667464523,0.6716203703703704,0.470222069040088,10
44,0.165,1,beta,max,1.0,raw,raw,0.05,1164,0.679956717889648,0.4249518830044571,0.6768041987943033,0.4525389169586566,10
13,0.175,1,beta,max,1.0,raw,raw,0.05,1141,0.7283215409165389,0.4132837133207986,0.7235532363904387,0.4507126721293234,10
45,0.19,1,beta,max,1.0,raw,raw,0.05,1146,0.7243686607172338,0.4091985875683308,0.7304342605683479,0.4263480552193696,10
0,0.175,1,beta,max,1.0,raw,raw,0.05,1136,0.7162511851747897,0.4206105462434957,0.7055241981030358,0.4578557361848339,10
49,0.11,1,beta,max,1.0,raw,raw,0.05,1177,0.6976482148922207,0.427437962637354,0.6949914099828858,0.4520130655143113,10
17,0.19,1,beta,max,1.0,raw,raw,0.05,1179,0.6826093964334705,0.4325886667464523,0.6657211934156377,0.4727088173882988,10
24,0.16,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6392878948225333,0.4674819484071283,10
41,0.115,1,beta,max,1.0,raw,raw,0.05,1171,0.7038418364255468,0.4215080996987466,0.6904861108074528,0.4526274843724548,10
30,0.105,1,beta,max,1.0,raw,raw,0.05,1183,0.6961991660419791,0.4330887990192777,0.6639805097451275,0.4675748240163949,10
28,0.175,1,beta,max,1.0,raw,raw,0.05,1159,0.7181315752767908,0.4225875699974266,0.6948229286762084,0.4569514604350004,10
2,0.105,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.7028138285256696,0.4435616086607146,10
24,0.1,1,beta,max,1.0,raw,raw,0.05,1113,0.7074320932378161,0.4160398198645335,0.6459859709106697,0.4663917826800113,10
41,0.175,1,beta,max,1.0,raw,raw,0.05,1171,0.7038418364255468,0.4215080996987466,0.6868986394094634,0.453846849766761,10
22,0.17,1,beta,max,1.0,raw,raw,0.05,1153,0.6819831471959571,0.4276203369292271,0.6633668251389422,0.480896859834556,10
6,0.086,1,beta,max,1.0,raw,raw,0.05,1154,0.7046529605499705,0.422884122726992,0.6535804173677928,0.4781170956575345,10
2,0.165,1,beta,max,1.0,raw,raw,0.05,1196,0.7005826704784541,0.4085598714579665,0.6985179168462473,0.4451676517953163,10
7,0.17,1,beta,max,1.0,raw,raw,0.05,1149,0.7672413842391768,0.3919067905617884,0.7163609834691513,0.4347783480116706,10
13,0.115,1,beta,max,1.0,raw,raw,0.05,1141,0.7283215409165389,0.4132837133207986,0.7262918639963672,0.4488042826748231,10
42,0.094,1,beta,max,1.0,raw,raw,0.05,1104,0.736994663354972,0.4087023078439813,0.7216334353974588,0.4332301875227231,10
36,0.11,1,beta,max,1.0,raw,raw,0.05,1194,0.6762904847396769,0.4316335824245184,0.661034829443447,0.4781679720049158,10
27,0.115,1,beta,max,1.0,raw,raw,0.05,1126,0.6296630648956189,0.4502647826242514,0.6383836648274448,0.4872988010578448,10
20,0.095,1,beta,max,1.0,raw,raw,0.05,1156,0.6958749059288352,0.4107620307021874,0.7050516215517039,0.4351913814642769,10
