seed,model_type,n_samples,pre_revision,j_percentage,mirt_dim,rmse_mirt,auc_mirt,baseline_embedding_type
23,bernoulli,32,none,1.0,7,0.2788254687652232,0.5591929794373226,pca
41,bernoulli,32,none,1.0,7,0.2759189272858706,0.5804454466334361,pca
47,bernoulli,32,none,1.0,7,0.2696545222243967,0.598783154292233,pca
5,bernoulli,32,none,1.0,7,0.2691866980594534,0.5542120824323729,pca
45,bernoulli,32,none,1.0,7,0.282714356206233,0.5695590401334741,pca
11,bernoulli,32,none,1.0,7,0.2724691136818554,0.578548240202127,pca
30,bernoulli,32,none,1.0,7,0.2659371449325827,0.6408895300305533,pca
9,bernoulli,32,none,1.0,7,0.2655526371168256,0.5821114864864865,pca
27,bernoulli,32,none,1.0,7,0.2740164486027128,0.5270031480161559,pca
49,bernoulli,32,none,1.0,7,0.2729528628193057,0.5422672791594065,pca
33,bernoulli,32,none,1.0,7,0.2956997169489727,0.5345673409405256,pca
25,bernoulli,32,none,1.0,7,0.288666350604766,0.5280391569273799,pca
